OBJECTID,FID_NOAA_s,Field1,STATION,STATION_NA,ELEVATION,LATITUDE,LONGITUDE,DATE,Jdate,Year,Month,PRCP,SNWD,SNOW,TAVG,TMAX,TMIN,TOBS,COUNTY_NAM,FID_WI_Cou,DNR_REGION,DNR_CNTY_C,COUNTY_N_1,COUNTY_FIP,Area_km2,Area_mile2
584,565,2779506,GHCND:US1WIVL0001,LAND O LAKES 7.7 WSW WI US,526.70000000000,46.14350000000,-89.37520000000,5/3/2012,124,2012,5,7.6,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,67,Northern Region,64,Vilas,125,2634.48440711000,1017.18011636000
585,86,868370,GHCND:USC00475012,MANITOWISH WATERS WI US,499.90000000000,46.15000000000,-89.88333000000,8/27/1986,239,1986,8,0.5,NA,NA,NA,12.80000000000,0.60000000000,0.00000000000,Vilas,67,Northern Region,64,Vilas,125,2634.48440711000,1017.18011636000
586,568,2780231,GHCND:US1WIVL0005,LAND O LAKES 6.0 W WI US,531.90000000000,46.16420000000,-89.33360000000,4/1/2013,91,2013,4,3,356,25,NA,0.00000000000,0.00000000000,0.00000000000,NA,67,Northern Region,64,Vilas,125,2634.48440711000,1017.18011636000
587,393,2633300,GHCND:USC00475352,MERCER RANGER STATION WI US,487.70000000000,46.16830000000,-90.07220000000,3/24/2012,84,2012,3,0,NA,NA,NA,14.40000000000,7.80000000000,0.00000000000,Iron,68,Northern Region,26,Iron,51,2076.55582422000,801.76268617100
588,374,2576569,GHCND:USC00471604,CLAM LAKE 4 W WI US,456.60000000000,46.16944000000,-90.98083000000,8/21/2013,233,2013,8,0,0,0,NA,28.90000000000,16.70000000000,20.00000000000,Bayfield,71,Northern Region,4,Bayfield,7,3914.44299370000,1511.37488956000
589,571,2781737,GHCND:US1WIVL0010,LAND O LAKES 4.3 WNW WI US,533.70000000000,46.17440000000,-89.30380000000,8/25/2014,237,2014,8,16.8,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,67,Northern Region,64,Vilas,125,2634.48440711000,1017.18011636000
590,570,2781021,GHCND:US1WIVL0009,LAND O LAKES 11.7 W WI US,522.40000000000,46.19020000000,-89.45790000000,1/13/2014,13,2014,1,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,67,Northern Region,64,Vilas,125,2634.48440711000,1017.18011636000
591,567,2779829,GHCND:US1WIVL0003,PRESQUE ISLE 0.8 NNW WI US,500.80000000000,46.25780000000,-89.73320000000,10/17/2012,291,2012,10,6.9,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,67,Northern Region,64,Vilas,125,2634.48440711000,1017.18011636000
592,63,625289,GHCND:USC00473186,GORDON WI US,317.00000000000,46.25000000000,-91.80000000000,2/13/1982,44,1982,2,0,584.2,2.54,NA,-6.70000000000,-24.40000000000,-17.80000000000,Douglas,70,Northern Region,16,Douglas,31,3476.44600317000,1342.26330605000
593,429,2702370,GHCND:US1WIBY0006,BARNES 2.2 S WI US,348.10000000000,46.30260000000,-91.50320000000,5/9/2013,129,2013,5,1.3,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,71,Northern Region,4,Bayfield,7,3914.44299370000,1511.37488956000
594,48,477766,GHCND:USC00472240,DRUMMOND WI US,409.00000000000,46.33333000000,-91.26667000000,6/25/1985,176,1985,6,0,0,0,NA,26.10000000000,9.40000000000,24.40000000000,Bayfield,71,Northern Region,4,Bayfield,7,3914.44299370000,1511.37488956000
595,143,1471477,GHCND:USC00477892,SOLON SPRINGS WI US,329.20000000000,46.35000000000,-91.81667000000,7/3/1990,184,1990,7,0,0,0,NA,31.70000000000,15.60000000000,20.00000000000,Douglas,70,Northern Region,16,Douglas,31,3476.44600317000,1342.26330605000
596,94,951259,GHCND:USC00475286,MELLEN 4 NE WI US,396.80000000000,46.36667000000,-90.65000000000,4/1/1982,91,1982,4,0,228.6,0,NA,10.00000000000,-5.00000000000,-3.90000000000,Ashland,69,Northern Region,2,Ashland,3,2730.31178512000,1054.17927387000
597,244,2308914,GHCND:USC00478750,UPSON WI US,456.30000000000,46.36780000000,-90.41220000000,6/17/2008,169,2008,6,0,0,0,NA,0.00000000000,0.00000000000,0.00000000000,Iron,68,Northern Region,26,Iron,51,2076.55582422000,801.76268617100
598,628,2849481,GHCND:USR0000WBAR,BARNES WISCONSIN WI US,368.80000000000,46.40000000000,-91.50000000000,2/16/1999,47,1999,2,NA,NA,NA,-6,-3.30000000000,-10.00000000000,0.00000000000,Bayfield,71,Northern Region,4,Bayfield,7,3914.44299370000,1511.37488956000
599,188,1985868,GHCND:USC00473800,HURLEY WI US,295.70000000000,46.45000000000,-90.18333000000,9/23/1992,267,1992,9,0,0,0,NA,8.90000000000,-1.70000000000,2.20000000000,Iron,68,Northern Region,26,Iron,51,2076.55582422000,801.76268617100
600,64,638039,GHCND:USC00473332,GURNEY WI US,295.70000000000,46.47390000000,-90.51080000000,2/27/2009,58,2009,2,20.8,533,165,NA,-9.40000000000,-14.40000000000,-21.10000000000,Iron,68,Northern Region,26,Iron,51,2076.55582422000,801.76268617100
601,205,2122645,GHCND:US1WIBY0005,IRON RIVER 7.2 SE WI US,332.80000000000,46.49440000000,-91.29700000000,7/11/2000,193,2000,7,7.6,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,71,Northern Region,4,Bayfield,7,3914.44299370000,1511.37488956000
602,57,557389,GHCND:USC00472889,FOXBORO WI US,284.10000000000,46.48556000000,-92.28750000000,6/22/2006,173,2006,6,0,0,0,NA,21.70000000000,13.90000000000,13.90000000000,Douglas,70,Northern Region,16,Douglas,31,3476.44600317000,1342.26330605000
603,29,288706,GHCND:USC00471131,BRULE RANGER STATION WI US,305.10000000000,46.53333000000,-91.58333000000,5/5/1981,125,1981,5,13.716,0,0,NA,0.00000000000,0.00000000000,0.00000000000,Douglas,70,Northern Region,16,Douglas,31,3476.44600317000,1342.26330605000
604,255,2378314,GHCND:USW00094929,ASHLAND KENNEDY MEMORIAL AIRPORT WI US,251.80000000000,46.54861000000,-90.91889000000,10/31/2004,305,2004,10,0,NA,NA,3.3,7.20000000000,-1.10000000000,0.00000000000,Ashland,69,Northern Region,2,Ashland,3,2730.31178512000,1054.17927387000
605,214,2151372,GHCND:USC00470347,ASHLAND 3 S WI US,251.80000000000,46.55220000000,-90.91610000000,4/24/2015,114,2015,4,0,0,0,NA,9.40000000000,-5.00000000000,0.60000000000,Ashland,69,Northern Region,2,Ashland,3,2730.31178512000,1054.17927387000
606,236,2265323,GHCND:USC00476413,PATTISON STATE PARK WI US,335.30000000000,46.53720000000,-92.11860000000,7/9/2010,190,2010,7,0,0,0,NA,28.30000000000,15.00000000000,0.00000000000,Douglas,70,Northern Region,16,Douglas,31,3476.44600317000,1342.26330605000
607,11,116915,GHCND:USC00470349,ASHLAND EXPERIMENTAL FARM WI US,198.10000000000,46.56667000000,-90.96667000000,6/6/1991,157,1991,6,0,0,0,NA,21.70000000000,5.60000000000,21.70000000000,Bayfield,71,Northern Region,4,Bayfield,7,3914.44299370000,1511.37488956000
608,411,2689720,GHCND:US1WIAS0003,ASHLAND 0.5 WNW WI US,210.00000000000,46.58180000000,-90.88420000000,9/8/2010,251,2010,9,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,69,Northern Region,2,Ashland,3,2730.31178512000,1054.17927387000
609,412,2690280,GHCND:US1WIAS0004,ASHLAND 0.5 WNW WI US,213.40000000000,46.58240000000,-90.88390000000,10/6/2010,279,2010,10,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,69,Northern Region,2,Ashland,3,2730.31178512000,1054.17927387000
610,413,2692179,GHCND:US1WIAS0006,ODANAH 1.6 E WI US,189.60000000000,46.60460000000,-90.64920000000,12/2/2012,337,2012,12,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,69,Northern Region,2,Ashland,3,2730.31178512000,1054.17927387000
611,456,2717583,GHCND:US1WIDG0011,SUPERIOR 7.2 WSW WI US,215.80000000000,46.64880000000,-92.19440000000,9/29/2010,272,2010,9,1.3,0,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,70,Northern Region,16,Douglas,31,3476.44600317000,1342.26330605000
612,266,2416250,GHCND:US1WIBY0004,WASHBURN 5.1 WNW WI US,295.00000000000,46.70190000000,-90.99300000000,10/8/2009,281,2009,10,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,71,Northern Region,4,Bayfield,7,3914.44299370000,1511.37488956000
613,157,1626132,GHCND:USC00478349,SUPERIOR WI US,185.00000000000,46.72700000000,-92.07200000000,12/6/1982,340,1982,12,0,0,0,NA,-1.10000000000,-11.70000000000,-11.70000000000,Douglas,70,Northern Region,16,Douglas,31,3476.44600317000,1342.26330605000
614,85,856098,GHCND:USC00474953,MADELINE ISLAND WI US,201.20000000000,46.77800000000,-90.76540000000,9/15/2015,258,2015,9,0,0,0,NA,28.30000000000,12.80000000000,12.80000000000,Ashland,69,Northern Region,2,Ashland,3,2730.31178512000,1054.17927387000
615,121,1242141,GHCND:USC00476772,PORT WING WI US,198.40000000000,46.77806000000,-91.38556000000,11/11/1998,315,1998,11,6.9,NA,NA,NA,7.20000000000,0.60000000000,0.60000000000,Bayfield,71,Northern Region,4,Bayfield,7,3914.44299370000,1511.37488956000
616,603,2799891,GHCND:USC00470604,BAYFIELD FISH HATCHERY WI US,187.50000000000,46.78730000000,-90.86410000000,10/24/2015,297,2015,10,13.5,0,0,NA,9.40000000000,2.80000000000,8.90000000000,Bayfield,71,Northern Region,4,Bayfield,7,3914.44299370000,1511.37488956000
617,265,2415439,GHCND:US1WIBY0003,BAYFIELD 1.7 NNE WI US,235.60000000000,46.83240000000,-90.80160000000,8/30/2008,243,2008,8,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,71,Northern Region,4,Bayfield,7,3914.44299370000,1511.37488956000
618,14,151510,GHCND:USC00470603,BAYFIELD 6 N WI US,249.90000000000,46.88333000000,-90.81667000000,7/15/2004,197,2004,7,0,0,0,NA,23.30000000000,8.90000000000,11.70000000000,Bayfield,71,Northern Region,4,Bayfield,7,3914.44299370000,1511.37488956000
619,264,2412234,GHCND:US1WIBY0001,BAYFIELD 8.8 N WI US,210.00000000000,46.93860000000,-90.83490000000,3/16/2007,75,2007,3,0.8,NA,43,NA,0.00000000000,0.00000000000,0.00000000000,NA,71,Northern Region,4,Bayfield,7,3914.44299370000,1511.37488956000
